GEN,1914
DIG,1864
TP,1723
BLX,1647
TS,1595
MET,1587
HHE,1580
FNC,1578
BLS,1558
ZEA,1565
TL,1553
CE,1540
SPT,1504
OCT,1502
BTG,1502
TF,1465
MM,1466
END,1462
SUP,1451
ONE,1453
GRA,1441
GL,1431
NUT,1439
AT,1439
MIR,1422
TWN,1360
SIM,1431
LO,1397
FLZ,1380
RPG,1407
LFM,1387
KT,1396
SEA,1381
NT,1336
LAT,1311
MF,1458
CRI,1392
P2P,1246
AZT,1316
TV,1276
XD,1265
REE,1203
IH,1246
