KB,1847
FN,1725
BX,1670
DG,1649
ME,1638
TT,1600
TF,1464
TP,1538
FZ,1440
SP,1554
TS,1532
DS,1481
ZE,1532
CE,1491
TB,1483
TR,1460
TL,1473
TO,1447
BG,1436
MR,1463
GF,1426
RP,1410
TI,1440
SO,1382
LF,1440
NT,1391
SI,1388
SL,1440
LO,1440
HH,1440
TA,1440
GL,1440
TW,1436
MF,1300
CRI,1300
OUT,1300
DFG,1300
QMW,1300
AZT,1300
EMP,1300
RGE,1300
SE,1354
LA,1299
FZ,1399
SO,1380
SE,1373
SN,1475
