ES,SP,1,3,1
KS,HL,0,1,3
SO,RP,0,0,3
CE,XT,1,3,0
KS,XT,0,0,3
SO,CE,0,0,3
ES,HL,1,3,0
SP,RP,1,3,0
HL,XT,0,1,3
ES,RP,1,3,0
SP,CE,1,3,2
KS,SO,0,2,3
RP,CE,0.5,,
HL,SO,0.5,,
KS,SP,0.5,,
ES,XT,0.5,,
ES,CE,0.5,,
RP,KS,0.5,,
XT,SO,0.5,,
HL,SP,0.5,,
SO,SP,0.5,,
XT,RP,0.5,,
ES,KS,0.5,,
CE,HL,0.5,,
CE,KS,0.5,,
ES,SO,0.5,,
RP,HL,0.5,,
XT,SP,0.5,,
