#HGC Korea Week 1 - Day 1,,,
RP,BG,BG,R
#CN Week 2 Day 2 Morning,,,
SP,SL,SP,R
SP,SL,SP,R
TO,RP,TO,R
TO,RP,TO,R
CE,TI,CE,R
CE,TI,CE,R
SO,BG,BG,R
SO,BG,BG,R
#CN Week 2 Day 2 Afternoon,,,
CE,SO,CE,R
CE,SO,CE,R
RP,SP,SP,R
RP,SP,SP,R
BG,TO,TO,R
BG,TO,TO,R
TI,SL,SL,R
TI,SL,SL,R
#CN Week 2 Day 3 Morning,,,
SP,BG,SP,R
SP,BG,SP,R
CE,RP,CE,R
CE,RP,CE,R
TO,SL,SL,R
TO,SL,TO,R
TI,SO,SO,R
TI,SO,SO,R
#CN Week 2 Day 3 Afternoon,,,
BG,TI,BG,R
BG,TI,BG,R
TO,SO,SO,R
TO,SO,SO,R
RP,SL,RP,R
RP,SL,SL,R
SP,CE,CE,R
SP,CE,SP,R
#KR Week 3 Day 1,,,
KB,TA,KB,R
KB,TA,KB,R
KB,TA,KB,R
MR,GL,GL,R
MR,GL,MR,R
MR,GL,MR,R
MR,GL,GL,R
MR,GL,GL,R
#EU Week 3 Day 1,,,
DG,LO,DG,R
DG,LO,DG,R
DG,LO,DG,R
TR,TL,TL,R
TR,TL,TL,R
TR,TL,TL,R
TR,TL,TL,R
#NA Week 3 Day 1,,,
TF,LF,TF,R
TF,LF,TF,R
TF,LF,TF,R
GF,NT,GF,R
GF,NT,GF,R
GF,NT,GF,R
#KR Week 3 Day 2,,,
TA,GL,TA,R
TA,GL,GL,R
TA,GL,GL,R
TA,GL,GL,R
TP,FZ,TP,R
TP,FZ,FZ,R
TP,FZ,TP,R
TP,FZ,TP,R
#EU Week 3 Day 2,,,
FN,TR,FN,R
FN,TR,FN,R
FN,TR,FN,R
ME,ZE,ME,R
ME,ZE,ME,R
ME,ZE,ME,R
#NA Week 3 Day 2,,,
TT,GF,TT,R
TT,GF,TT,R
TT,GF,GF,R
TT,GF,TT,R
SI,TS,TS,R
SI,TS,TS,R
SI,TS,TS,R
#KR Week 3 Day 3,,,
TB,KB,KB,R
TB,KB,TB,R
TB,KB,KB,R
TB,KB,KB,R
BX,TP,BX,R
BX,TP,TP,R
BX,TP,TP,R
BX,TP,TP,R
#EU Week 3 Day 3,,,
TL,ME,ME,R
TL,ME,ME,R
TL,ME,ME,R
DS,FN,FN,R
DS,FN,FN,R
DS,FN,DS,R
DS,FN,FN,R
#NA Week 3 Day 3,,,
NT,TS,NT,R
NT,TS,TS,R
NT,TS,TS,R
NT,TS,TS,R
HH,TT,TT,R
HH,TT,HH,R
HH,TT,HH,R
HH,TT,HH,R
#KR Week 4 Day 1,,,
TB,FZ,TB,R
TB,FZ,FZ,R
TB,FZ,FZ,R
TB,FZ,TB,R
TB,FZ,TB,R
TP,TA,TP,R
TP,TA,TP,R
TP,TA,TP,R
#EU Week 4 Day 1,,,
ZE,DS,ZE,R
ZE,DS,DS,R
ZE,DS,DS,R
ZE,DS,ZE,R
ZE,DS,ZE,R
DG,TL,DG,R
DG,TL,TL,R
DG,TL,DG,R
DG,TL,DG,R
#NA Week 4 Day 1,,,
HH,SI,HH,R
HH,SI,HH,R
HH,SI,SI,R
HH,SI,HH,R
NT,TF,NT,R
NT,TF,NT,R
NT,TF,TF,R
NT,TF,NT,R
#KR Week 4 Day 2,,,
BX,MR,BX,R
BX,MR,BX,R
BX,MR,BX,R
GL,TB,GL,R
GL,TB,TB,R
GL,TB,TB,R
GL,TB,TB,R
#EU Week 4 Day 2,,,
DG,FN,DG,R
DG,FN,DG,R
DG,FN,DG,R
ME,LO,ME,R
ME,LO,ME,R
ME,LO,LO,R
ME,LO,ME,R
#NA Week 4 Day 2,,,
TF,TT,TF,R
TF,TT,TF,R
TF,TT,TT,R
TF,TT,TT,R
TF,TT,TT,R
TS,LF,LF,R
TS,LF,TS,R
TS,LF,TS,R
TS,LF,TS,R
#KR Week 4 Day 3,,,
MR,FZ,MR,R
MR,FZ,MR,R
MR,FZ,FZ,R
MR,FZ,MR,R
BX,KB,BX,R
BX,KB,KB,R
BX,KB,BX,R
BX,KB,BX,R
#EU Week 4 Day 3,,,
ZE,LO,LO,R
ZE,LO,ZE,R
ZE,LO,ZE,R
ZE,LO,ZE,R
TR,DS,TR,R
TR,DS,TR,R
TR,DS,DS,R
TR,DS,TR,R
#NA Week 4 Day 3,,,
SI,LF,SI,R
SI,LF,SI,R
SI,LF,SI,R
GF,HH,GF,R
GF,HH,HH,R
GF,HH,GF,R
GF,HH,GF,R
#EU Week 5 Day 1,,,
DG,ZE,DG,R
DG,ZE,ZE,R
DG,ZE,ZE,R
DG,ZE,ZE,R
ME,TR,ME,R
ME,TR,TR,R
ME,TR,ME,R
ME,TR,ME,R
#NA Week 5 Day 1,,,
TF,SI,TF,R
TF,SI,SI,R
TF,SI,TF,R
TF,SI,TF,R
TS,GF,TS,R
TS,GF,TS,R
TS,GF,TS,R
#EU Week 5 Day 2,,,
DS,LO,LO,R
DS,LO,LO,R
DS,LO,LO,R
TL,FN,FN,R
TL,FN,FN,R
TL,FN,FN,R
#NA Week 5 Day 2,,,
LF,HH,LF,R
LF,HH,HH,R
LF,HH,LF,R
LF,HH,HH,R
LF,HH,HH,R
NT,TT,TT,R
NT,TT,TT,R
NT,TT,TT,R
#KR Week 5 Day 1,,,
TP,TB,TP,R
TP,TB,TP,R
TP,TB,TP,R
BX,GL,BX,R
BX,GL,BX,R
BX,GL,BX,R
#KR Week 5 Day 2,,,
TA,FZ,FZ,R
TA,FZ,FZ,R
TA,FZ,TA,R
TA,FZ,FZ,R
KB,MR,KB,R
KB,MR,KB,R
KB,MR,KB,R
#CN Playoff,,,
RP,TF,RP,R
RP,TF,TF,R
RP,TF,TF,R
RP,TF,TF,R
BG,TF,BG,R
BG,TF,BG,R
BG,TF,BG,R
BG,SL,BG,R
BG,SL,BG,R
BG,SL,SL,R
BG,SL,BG,R
SO,BG,BG,R
SO,BG,SO,R
SO,BG,BG,R
SO,BG,BG,R
SO,TO,SO,R
SO,TO,TO,R
SO,TO,TO,R
SO,TO,SO,R
SO,TO,TO,R
CE,TO,CE,R
CE,TO,TO,R
CE,TO,TO,R
CE,TO,CE,R
CE,TO,TO,R
SP,TO,SP,R
SP,TO,TO,R
SP,TO,SP,R
SP,TO,SP,R
#Western Clash Round 1,,,
HH,DG,DG,C
HH,DG,HH,C
HH,DG,DG,C
TT,ME,TT,C
TT,ME,TT,C
TS,ZE,TS,C
TS,ZE,TS,C
FN,TF,FN,C
FN,TF,FN,C
HH,ME,HH,C
HH,ME,ME,C
HH,ME,HH,C
TF,ZE,ZE,C
TF,ZE,ZE,C
#Western Clash Round 2,,,
DG,TT,DG,C
DG,TT,TT,C
DG,TT,DG,C
DG,TT,DG,C
TS,FN,TS,C
TS,FN,TS,C
TS,FN,FN,C
TS,FN,TS,C
TT,ZE,ZE,C
TT,ZE,TT,C
TT,ZE,ZE,C
TT,ZE,ZE,C
FN,HH,FN,C
FN,HH,FN,C
FN,HH,FN,C
DG,TS,DG,C
DG,TS,DG,C
DG,TS,DG,C
ZE,FN,ZE,C
ZE,FN,ZE,C
ZE,FN,ZE,C
ZE,TS,ZE,C
ZE,TS,TS,C
ZE,TS,ZE,C
ZE,TS,ZE,C
ZE,DG,ZE,C
ZE,DG,ZE,C
ZE,DG,DG,C
ZE,DG,DG,C
ZE,DG,ZE,C
ZE,DG,DG,C
#Eastern CLash,,,
TP,TW,TP,C
TP,TW,TP,C
TO,KB,KB,C
TO,KB,KB,C
SP,TB,TB,C
SP,TB,SP,C
SP,TB,TB,C
BX,CE,BX,C
BX,CE,BX,C
TO,TW,TO,C
TO,TW,TO,C
SP,CE,SP,C
SP,CE,SP,C
#EC Day 2,,,
KB,TP,KB,C
KB,TP,TP,C
KB,TP,KB,C
KB,TP,KB,C
BX,TB,TB,C
BX,TB,BX,C
BX,TB,BX,C
BX,TB,BX,C
TP,SP,TP,C
TP,SP,TP,C
TP,SP,TP,C
TB,TO,TB,C
TB,TO,TB,C
TB,TO,TB,C
#EC Day 3,,,
BX,KB,KB,C
BX,KB,KB,C
BX,KB,KB,C
TP,TB,TP,C
TP,TB,TP,C
TP,TB,TB,C
TP,TB,TP,C
TP,BX,TP,C
TP,BX,BX,C
TP,BX,BX,C
TP,BX,TP,C
TP,BX,BX,C
BX,KB,BX,C
BX,KB,KB,C
BX,KB,BX,C
BX,KB,KB,C
BX,KB,BX,C
BX,KB,BX,C
#KR Week 6 Day 1,,,
TA,GL,GL,R
TA,GL,TA,R
TA,GL,GL,R
TA,GL,TA,R
TA,GL,GL,R
TP,BX,BX,R
TP,BX,TP,R
TP,BX,BX,R
TP,BX,TP,R
TP,BX,BX,R
#EU Week 6 Day 1,,,
DS,ZE,DS,R
DS,ZE,ZE,R
DS,ZE,ZE,R
DS,ZE,ZE,R
TL,DG,TL,R
TL,DG,TL,R
TL,DG,DG,R
TL,DG,DG,R
TL,DG,DG,R
#NA Week 6 Day 1,,,
HH,SI,HH,R
HH,SI,HH,R
HH,SI,SI,R
HH,SI,HH,R
NT,TF,TF,R
NT,TF,TF,R
NT,TF,TF,R
#KR Week 6 Day 2,,,
KB,MR,KB,R
KB,MR,KB,R
KB,MR,KB,R
TB,FZ,FZ,R
TB,FZ,TB,R
TB,FZ,TB,R
TB,FZ,TB,R
#EU Week 6 Day 2,,,
DG,FN,DG,R
DG,FN,DG,R
DG,FN,DG,R
LO,ME,LO,R
LO,ME,ME,R
LO,ME,ME,R
LO,ME,LO,R
LO,ME,LO,R
#NA Week 6 Day 2,,,
TF,TT,TT,R
TF,TT,TT,R
TF,TT,TT,R
TS,LF,LF,R
TS,LF,TS,R
TS,LF,TS,R
TS,LF,TS,R
#KR Week 6 Day 3,,,
TP,TA,TP,R
TP,TA,TP,R
TP,TA,TP,R
KB,GL,KB,R
KB,GL,KB,R
KB,GL,KB,R
#EU Week 6 Day 3,,,
ZE,LO,ZE,R
ZE,LO,ZE,R
ZE,LO,ZE,R
DS,TR,DS,R
DS,TR,DS,R
DS,TR,TR,R
DS,TR,DS,R
#NA Week 6 Day 3,,,
GF,HH,GF,R
GF,HH,GF,R
GF,HH,HH,R
GF,HH,HH,R
GF,HH,HH,R
LF,SI,LF,R
LF,SI,SI,R
LF,SI,LF,R
LF,SI,SI,R
LF,SI,SI,R
#KR Week 7 Day 1,,,
KB,FZ,KB,R
KB,FZ,KB,R
KB,FZ,KB,R
MR,TB,TB,R
MR,TB,TB,R
MR,TB,TB,R
#EU Week 7 Day 1,,,
DG,LO,DG,R
DG,LO,LO,R
DG,LO,DG,R
DG,LO,DG,R
TL,TR,TL,R
TL,TR,TL,R
TL,TR,TL,R
#NA Week 7 Day 1,,,
LF,TF,TF,R
LF,TF,TF,R
LF,TF,TF,R
NT,GF,GF,R
NT,GF,GF,R
NT,GF,NT,R
NT,GF,GF,R
#KR Week 7 Day 1,,,
TA,BX,BX,R
TA,BX,BX,R
TA,BX,BX,R
GL,TP,GL,R
GL,TP,TP,R
GL,TP,TP,R
GL,TP,GL,R
GL,TP,TP,R
#EU Week 7 Day 2,,,
TR,FN,FN,R
TR,FN,FN,R
TR,FN,FN,R
ZE,ME,ME,R
ZE,ME,ME,R
ZE,ME,ME,R
#NA Week 7 Day 2,,,
GF,TT,TT,R
GF,TT,TT,R
GF,TT,GF,R
GF,TT,GF,R
GF,TT,GF,R
SI,TS,TS,R
SI,TS,TS,R
SI,TS,TS,R
#KR Week 7 Day 3,,,
FZ,MR,MR,R
FZ,MR,MR,R
FZ,MR,FZ,R
FZ,MR,MR,R
BX,TB,BX,R
BX,TB,TB,R
BX,TB,BX,R
BX,TB,BX,R
#EU Week 7 Day 3,,,
ME,TL,TL,R
ME,TL,ME,R
ME,TL,TL,R
ME,TL,TL,R
FN,DS,FN,R
FN,DS,FN,R
FN,DS,FN,R
#NA Week 7 Day 3,,,
TS,NT,TS,R
TS,NT,TS,R
TS,NT,TS,R
TT,HH,HH,R
TT,HH,TT,R
TT,HH,HH,R
TT,HH,HH,R
#KR Week 8 Day 1,,,
KB,TB,KB,R
KB,TB,KB,R
KB,TB,KB,R
FZ,TA,FZ,R
FZ,TA,TA,R
FZ,TA,FZ,R
FZ,TA,FZ,R
#EU Week 8 Day 1,,,
FN,ME,ME,R
FN,ME,FN,R
FN,ME,FN,R
FN,ME,FN,R
DS,DG,DG,R
DS,DG,DS,R
DS,DG,DG,R
DS,DG,DG,R
#NA Week 8 Day 1,,,
TS,TT,TT,R
TS,TT,TS,R
TS,TT,TT,R
TS,TT,TS,R
TS,TT,TT,R
TF,HH,HH,R
TF,HH,HH,R
TF,HH,TF,R
TF,HH,HH,R
#KR Week 8 Day 2,,,
MR,TA,MR,R
MR,TA,TA,R
MR,TA,MR,R
MR,TA,TA,R
MR,TA,TA,R
#EU Week 8 Day 2,,,
TR,LO,LO,R
TR,LO,LO,R
TR,LO,TR,R
TR,LO,TR,R
TR,LO,TR,R
TL,DS,TL,R
TL,DS,TL,R
TL,DS,TL,R
#NA Week 8 Day 2,,,
GF,LF,GF,R
GF,LF,GF,R
GF,LF,LF,R
GF,LF,GF,R
NT,HH,HH,R
NT,HH,HH,R
NT,HH,NT,R
NT,HH,HH,R
#KR Week 8 Day 3,,,
BX,GL,BX,R
BX,GL,BX,R
BX,GL,BX,R
TP,KB,KB,R
TP,KB,KB,R
TP,KB,KB,R
#EU Week 8 Day 3,,,
FN,ZE,FN,R
FN,ZE,ZE,R
FN,ZE,ZE,R
FN,ZE,ZE,R
ME,DG,DG,R
ME,DG,DG,R
ME,DG,DG,R
#NA Week 8 Day 3,,,
TT,SI,TT,R
TT,SI,TT,R
TT,SI,TT,R
TS,TF,TS,R
TS,TF,TS,R
TS,TF,TF,R
TS,TF,TS,R
#HGC China,,,
SO,RP,SO,R
SO,RP,SO,R
BG,KT,KT,R
BG,KT,BG,R
TO,CE,CE,R
TO,CE,CE,R
SL,SP,SP,R
SL,SP,SL,R
RP,SL,SL,R
RP,SL,RP,R
KT,SO,SO,R
KT,SO,SO,R
BG,CE,CE,R
BG,CE,BG,R
TO,SP,SP,R
TO,SP,TO,R
SL,TO,TO,R
SL,TO,TO,R
KT,CE,CE,R
KT,CE,CE,R
SP,SO,SP,R
SP,SO,SP,R
RP,BG,BG,R
RP,BG,RP,R
SP,KT,SP,R
SP,KT,SP,R
TO,RP,TO,R
TO,RP,RP,R
CE,SL,CE,R
CE,SL,CE,R
SO,BG,SO,R
SO,BG,BG,R
CE,SO,CE,R
CE,SO,CE,R
RP,SP,SP,R
RP,SP,SP,R
BG,TO,TO,R
BG,TO,TO,R
SL,KT,KT,R
SL,KT,KT,R
BG,SL,BG,R
BG,SL,BG,R
TO,SO,TO,R
TO,SO,TO,R
RP,KT,KT,R
RP,KT,KT,R
SP,CE,CE,R
SP,CE,CE,R
TO,KT,TO,R
TO,KT,TO,R
SL,SO,SO,R
SL,SO,SL,R
CE,RP,RP,R
CE,RP,CE,R
SP,BG,SP,R
SP,BG,BG,R
SO,RP,RP,R
SO,RP,SO,R
BG,KT,BG,R
BG,KT,KT,R
TO,CE,TO,R
TO,CE,CE,R
SL,SP,SP,R
SL,SP,SP,R
RP,SL,RP,R
RP,SL,SL,R
KT,SO,KT,R
KT,SO,SO,R
BG,CE,BG,R
BG,CE,CE,R
TO,SP,TO,R
TO,SP,SP,R
SL,TO,SL,R
SL,TO,TO,R
KT,CE,CE,R
KT,CE,CE,R
SP,SO,SO,R
SP,SO,SP,R
RP,BG,BG,R
RP,BG,BG,R
SP,KT,SP,R
SP,KT,SP,R
TO,RP,TO,R
TO,RP,RP,R
CE,SL,CE,R
CE,SL,CE,R
SO,BG,BG,R
SO,BG,BG,R
SP,TO,TO,R
SP,TO,TO,R
#KR Week 9 Day 1,,,
TB,GL,TB,R
TB,GL,TB,R
TB,GL,TB,R
TP,MR,TP,R
TP,MR,TP,R
TP,MR,TP,R
#EU Week 9 Day 1,,,
TR,ZE,TR,R
TR,ZE,ZE,R
TR,ZE,TR,R
TR,ZE,TR,R
TL,LO,TL,R
TL,LO,TL,R
TL,LO,LO,R
TL,LO,TL,R
#NA Week 9 Day 1,,,
NT,LF,NT,R
NT,LF,LF,R
NT,LF,LF,R
NT,LF,LF,R
GF,SI,SI,R
GF,SI,SI,R
GF,SI,SI,R
#KR Week 9 Day 2,,,
MR,GL,MR,R
MR,GL,MR,R
MR,GL,MR,R
BX,FZ,BX,R
BX,FZ,BX,R
BX,FZ,BX,R
#EU Week 9 Day 2,,,
TL,ZE,ZE,R
TL,ZE,TL,R
TL,ZE,TL,R
TL,ZE,TL,R
DS,ME,ME,R
DS,ME,ME,R
DS,ME,ME,R
#NA Week 9 Day 2,,,
NT,SI,SI,R
NT,SI,SI,R
NT,SI,SI,R
TS,HH,HH,R
TS,HH,HH,R
TS,HH,HH,R
#KR Week 9 Day 3,,,
TB,TA,TB,R
TB,TA,TB,R
TB,TA,TB,R
BX,KB,KB,R
BX,KB,KB,R
BX,KB,KB,R
#Eu Week 9 Day 3,,,
DG,TR,DG,R
DG,TR,DG,R
DG,TR,DG,R
FN,LO,FN,R
FN,LO,FN,R
FN,LO,FN,R
#NA Week 9 Day 3,,,
GF,TF,TF,R
GF,TF,TF,R
GF,TF,TF,R
LF,TT,TT,R
LF,TT,LF,R
LF,TT,TT,R
LF,TT,TT,R
#KR Week 10 Day 1,,,
BX,MR,BX,R
BX,MR,BX,R
BX,MR,BX,R
FZ,GL,GL,R
FZ,GL,GL,R
FZ,GL,GL,R
#EU Week 10 Day 1,,,
DG,ZE,DG,R
DG,ZE,DG,R
DG,ZE,DG,R
TR,ME,TR,R
TR,ME,ME,R
TR,ME,TR,R
TR,ME,ME,R
TR,ME,ME,R
#NA Week 10 Day 1,,,
TF,SI,TF,R
TF,SI,SI,R
TF,SI,SI,R
TF,SI,TF,R
TF,SI,TF,R
TS,GF,TS,R
TS,GF,TS,R
TS,GF,TS,R
#KR Week 10 Day 2,,,
TP,TB,TB,R
TP,TB,TB,R
TP,TB,TB,R
KB,TA,KB,R
KB,TA,KB,R
KB,TA,KB,R
#EU Week 10 Day 2,,,
DS,LO,DS,R
DS,LO,DS,R
DS,LO,DS,R
TL,FN,FN,R
TL,FN,FN,R
TL,FN,FN,R
#NA Week 10 Day 2,,,
LF,HH,HH,R
LF,HH,HH,R
LF,HH,HH,R
NT,TT,TT,R
NT,TT,NT,R
NT,TT,TT,R
NT,TT,TT,R
#CN Playoff Day 1,,,
RP,SL,RP,R
RP,SL,RP,R
RP,SL,RP,R
SO,RP,RP,R
SO,RP,SO,R
SO,RP,RP,R
SO,RP,SO,R
SO,RP,RP,R
RP,KT,RP,R
RP,KT,KT,R
RP,KT,KT,R
RP,KT,RP,R
RP,KT,RP,R
RP,BG,BG,R
RP,BG,BG,R
RP,BG,BG,R
RP,BG,RP,R
SP,BG,BG,R
SP,BG,BG,R
SP,BG,BG,R
#CN Playoff Day 3,,,
TO,BG,TO,R
TO,BG,TO,R
TO,BG,BG,R
TO,BG,TO,R
CE,TO,CE,R
CE,TO,CE,R
CE,TO,TO,R
CE,TO,CE,R
#KR Playoffs,,,
GL,MR,MR,R
GL,MR,GL,R
GL,MR,MR,R
GL,MR,MR,R
TB,MR,MR,R
TB,MR,TB,R
TB,MR,TB,R
TB,MR,TB,R
TP,TB,TP,R
TP,TB,TB,R
TP,TB,TP,R
TP,TB,TB,R
TP,TB,TP,R
BX,TP,TP,R
BX,TP,TP,R
BX,TP,BX,R
BX,TP,TP,R
#EU Playoffs,,,
ZE,TR,ZE,R
ZE,TR,ZE,R
ZE,TR,ZE,R
TL,ZE,ZE,R
TL,ZE,ZE,R
TL,ZE,ZE,R
ME,ZE,ME,R
ME,ZE,ZE,R
ME,ZE,ME,R
ME,ZE,ZE,R
ME,ZE,ME,R
#NA Playoffs,,,
GF,SI,SI,R
GF,SI,GF,R
GF,SI,GF,R
GF,SI,SI,R
GF,SI,GF,R
TF,GF,TF,R
TF,GF,TF,R
TF,GF,GF,R
TF,GF,TF,R
TT,TF,TT,R
TT,TF,TF,R
TT,TF,TF,R
TT,TF,TT,R
TT,TF,TT,R
HH,TT,HH,R
HH,TT,TT,R
HH,TT,TT,R
HH,TT,HH,R
HH,TT,HH,R
#Intercontinental,,,
CRI,MF,CRI,R
CRI,MF,MF,R
CRI,MF,MF,R
CRI,MF,CRI,R
CRI,MF,CRI,R
CRI,MF,MF,R
CRI,MF,MF,R
MF,LA,MF,R
MF,LA,MF,R
MF,LA,LA,R
MF,LA,MF,R
MF,LA,MF,R
#Horizon,,,
SE,TW,TW,R
SE,TW,TW,R
SE,TW,SE,R
SE,TW,SE,R
SE,TW,TW,R
SE,TW,TW,R
#ANZ,,,
MF,OUT,MF,R
MF,OUT,MF,R
CRI,AZT,CRI,R
CRI,AZT,CRI,R
MF,OUT,MF,R
MF,OUT,MF,R
DFG,AZT,DFG,R
DFG,AZT,DFG,R
DFG,RGE,DFG,R
DFG,RGE,RGE,R
DFG,RGE,RGE,R
QMW,EMP,QMW,R
QMW,EMP,EMP,R
QMW,EMP,QMW,R
RGE,CRI,CRI,R
RGE,CRI,CRI,R
DFG,CRI,DFG,R
DFG,CRI,DFG,R
CRI,OUT,CRI,R
CRI,OUT,OUT,R
CRI,OUT,CRI,R
QMW,AZT,AZT,R
QMW,AZT,AZT,R
MF,AZT,MF,R
MF,AZT,MF,R
RGE,OUT,OUT,R
RGE,OUT,RGE,R
RGE,OUT,OUT,R
OUT,EMP,OUT,R
OUT,EMP,OUT,R
DFG,QMW,QMW,R
DFG,QMW,DFG,R
DFG,QMW,QMW,R
CRI,QMW,CRI,R
CRI,QMW,CRI,R
MF,CRI,MF,R
MF,CRI,MF,R
MF,DFG,MF,R
MF,DFG,MF,R
OUT,AZT,OUT,R
OUT,AZT,AZT,R
OUT,AZT,OUT,R
MF,QMW,MF,R
MF,QMW,MF,R
DFG,OUT,OUT,R
DFG,OUT,OUT,R
CRI,EMP,CRI,R
CRI,EMP,CRI,R
RGE,QMW,QMW,R
RGE,QMW,QMW,R
AZT,EMP,AZT,R
AZT,EMP,AZT,R
#ROUND 2 ANZ,,,
OUT,QMW,OUT,R
