1,MB,DG,1,3,3,6,0
2,ES,FN,0,3,3,7,0
3,,,0,0,10,9,0
4,R2,TS,3,1,6,-1,0
5,L5,OC,3,0,7,-1,0
6,,,0,0,8,-1,0
7,,,0,0,8,-1,0
8,,,0,0,9,-1,0
9,,,0,0,10,-1,0
10,,,1,0,-1,-1,1
